Assembly Accession	Assembly Name	Assembly LongName	Assembly Level	Assembly Refseq Category	Assembly BioProject Accession	Organism Taxonomic ID	Organism Name	Assembly BioSample Description Organism Name	ANI Submitted organism	Assembly BioSample Strain	Assembly BioSample Isolate	Assembly BioSample Accession	Assembly BioSample Sample name	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Isolation source	Assembly BioSample Source type	Assembly BioSample Geographic location	Assembly BioSample Latitude and Longitude	Assembly BioSample Collection date	Assembly BioSample Collected by	Assembly BioSample Identified by	Assembly BioSample Submission date	Assembly BioSample Publication date	Assembly Sequencing Tech	Assembly Assembly Method
GCA_046646465.1	ASM4664646v1		Scaffold		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	20002		SAMN44424198				Marmota himalayana		China:Qinghai		1967-07-11			2024-10-24T12:34:09.613	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646485.1	ASM4664648v1		Scaffold		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	20001		SAMN44424197				Marmota himalayana		China:Qinghai		1967-07-06			2024-10-24T12:34:09.603	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646505.1	ASM4664650v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	04011		SAMN44424195				Marmota himalayana		China:Qinghai		1967-06-06			2024-10-24T12:34:09.583	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646525.1	ASM4664652v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	670126		SAMN44424196				Marmota himalayana		China:Qinghai		1967-08-09			2024-10-24T12:34:09.593	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646535.1	ASM4664653v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	13007		SAMN44424194				Marmota himalayana		China:Qinghai		1967-05-29			2024-10-24T12:34:09.573	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646565.1	ASM4664656v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	670118		SAMN44424192				Callopsylla dolabris		China:Qinghai		1967-06-18			2024-10-24T12:34:09.553	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646585.1	ASM4664658v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	20004		SAMN44424190				Oropsylla silantiewi		China:Qinghai		1967-08-10			2024-10-24T12:34:09.533	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646605.1	ASM4664660v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	670127		SAMN44424191				Callopsylla dolabris		China:Qinghai		1967-07-20			2024-10-24T12:34:09.543	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646625.1	ASM4664662v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	10015		SAMN44424189				Ixodes crenulatus		China:Qinghai		1966-06-16			2024-10-24T12:34:09.523	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646645.1	ASM4664664v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	12014		SAMN44424193				Oropsylla silantiewi		China:Qinghai		1967-08-23			2024-10-24T12:34:09.563	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646665.1	ASM4664666v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	101018		SAMN44424187				Spermophilus dauricus		China:Inner Mongolia		1966-07-25			2024-10-24T12:34:09.503	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646685.1	ASM4664668v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	101017		SAMN44424186				Spermophilus dauricus		China:Inner Mongolia		1966-06-15			2024-10-24T12:34:09.493	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646705.1	ASM4664670v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	02042		SAMN44424184				Marmota himalayana		China:Qinghai		1966-05-19			2024-10-24T12:34:09.473	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646725.1	ASM4664672v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	12016		SAMN44424188				Marmota himalayana		China:Qinghai		1966-07-01			2024-10-24T12:34:09.513	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646745.1	ASM4664674v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	660098		SAMN44424185				Marmota himalayana		China:Qinghai		1966-05-31			2024-10-24T12:34:09.483	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646765.1	ASM4664676v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	12011		SAMN44424183				Marmota himalayana		China:Qinghai		1966-08-02			2024-10-24T12:34:09.467	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646785.1	ASM4664678v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	660088		SAMN44424181				Marmota himalayana		China:Qinghai		1966-06-29			2024-10-24T12:34:09.447	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646805.1	ASM4664680v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	660080		SAMN44424180				Marmota himalayana		China:Qinghai		1966-07-02			2024-10-24T12:34:09.437	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646815.1	ASM4664681v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	660077		SAMN44424179				Marmota himalayana		China:Qinghai		1966-06-10			2024-10-24T12:34:09.427	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646845.1	ASM4664684v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	660086		SAMN44424182				Marmota himalayana		China:Qinghai		1966-08-07			2024-10-24T12:34:09.457	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646865.1	ASM4664686v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	01074		SAMN44424178				Marmota himalayana		China:Qinghai		1966-06-10			2024-10-24T12:34:09.420	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646885.1	ASM4664688v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	34003		SAMN44424175		Homo sapiens				China:Tibet		1966-10-14			2024-10-24T12:34:09.390	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646905.1	ASM4664690v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	08003		SAMN44424176				Linognathoides palaearctus		China:Qinghai		1966-08-20			2024-10-24T12:34:09.400	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646925.1	ASM4664692v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	34002		SAMN44424174		Homo sapiens				China:Tibet		1966-10-14			2024-10-24T12:34:09.380	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646945.1	ASM4664694v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	71014		SAMN44424177				Marmota himalayana		China:Gansu		1966-07-11			2024-10-24T12:34:09.410	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646965.1	ASM4664696v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	660094		SAMN44424173		Homo sapiens				China:Qinghai		1966-10-12			2024-10-24T12:34:09.370	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046646985.1	ASM4664698v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	10018		SAMN44424171		Homo sapiens				China:Qinghai		1966-09-07			2024-10-24T12:34:09.350	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647005.1	ASM4664700v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	12012		SAMN44424172		Homo sapiens				China:Qinghai		1966-09-24			2024-10-24T12:34:09.360	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647025.1	ASM4664702v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	660093		SAMN44424167				Callopsylla dolabris		China:Qinghai		1966-07-30			2024-10-24T12:34:09.313	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647045.1	ASM4664704v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	660096		SAMN44424168				Callopsylla dolabris		China:Qinghai		1966-08-04			2024-10-24T12:34:09.323	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647055.1	ASM4664705v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	01075		SAMN44424170		Homo sapiens				China:Qinghai		1966-08-28			2024-10-24T12:34:09.340	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647085.1	ASM4664708v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	01072		SAMN44424169		Homo sapiens				China:Qinghai		1966-08-28			2024-10-24T12:34:09.330	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647095.1	ASM4664709v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	08004		SAMN44424165				Callopsylla dolabris		China:Qinghai		1966-07-30			2024-10-24T12:34:09.293	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647125.1	ASM4664712v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	08005		SAMN44424166				Rhadinopsylla li ventricosa		China:Qinghai		1966-08-20			2024-10-24T12:34:09.303	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647145.1	ASM4664714v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	01076		SAMN44424164				dog		China:Qinghai		1966-08-30			2024-10-24T12:34:09.283	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647165.1	ASM4664716v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	01073		SAMN44424163				dog		China:Qinghai		1966-08-30			2024-10-24T12:34:09.277	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647185.1	ASM4664718v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	77005		SAMN44424160				Marmota himalayana		China:Gansu		1965-07-10			2024-10-24T12:34:09.247	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647205.1	ASM4664720v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	15006		SAMN44424161				Microtus oeconomus		China:Qinghai		1965-08-31			2024-10-24T12:34:09.257	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647225.1	ASM4664722v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	650072		SAMN44424162				Microtus oeconomus		China:Qinghai		1965-08-31			2024-10-24T12:34:09.267	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647245.1	ASM4664724v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	02040		SAMN44424159				Marmota himalayana		China:Qinghai		1965-07-01			2024-10-24T12:34:09.237	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647265.1	ASM4664726v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	10014		SAMN44424155				Marmota himalayana		China:Qinghai		1965-06-17			2024-10-24T12:34:09.200	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647285.1	ASM4664728v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	124004		SAMN44424156				Spermophilus dauricus		China:Ningxia		1965-05-02			2024-10-24T12:34:09.210	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647305.1	ASM4664730v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	12010		SAMN44424158				Marmota himalayana		China:Qinghai		1965-07-19			2024-10-24T12:34:09.230	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647325.1	ASM4664732v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	45029		SAMN44424157				rodent		China:Xinjiang		1965-08-01			2024-10-24T12:34:09.220	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647345.1	ASM4664734v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	650055		SAMN44424153				Marmota himalayana		China:Qinghai		1965-05-17			2024-10-24T12:34:09.183	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647365.1	ASM4664736v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	650066		SAMN44424154				Marmota himalayana		China:Qinghai		1965-07-03			2024-10-24T12:34:09.193	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647385.1	ASM4664738v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	01070		SAMN44424152				Marmota himalayana		China:Qinghai		1965-04-30			2024-10-24T12:34:09.173	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647405.1	ASM4664740v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	650064		SAMN44424150				Marmota himalayana		China:Qinghai		1965-06-23			2024-10-24T12:34:09.153	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647425.1	ASM4664742v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	04010		SAMN44424151				Marmota himalayana		China:Qinghai		1965-08-04			2024-10-24T12:34:09.163	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647445.1	ASM4664744v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	650060		SAMN44424149				Linognathoides palaearctus		China:Qinghai		1965-06-09			2024-10-24T12:34:09.143	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647465.1	ASM4664746v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	14002		SAMN44424148		Homo sapiens				China:Qinghai		1965-09-09			2024-10-24T12:34:09.133	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647485.1	ASM4664748v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	22004		SAMN44424147		Homo sapiens				China:Qinghai		1965-07			2024-10-24T12:34:09.123	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647505.1	ASM4664750v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	04009		SAMN44424146		Homo sapiens				China:Qinghai		1965-07-05			2024-10-24T12:34:09.113	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647525.1	ASM4664752v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	650073		SAMN44424145				Oropsylla silantiewi		China:Qinghai		1965-06-23			2024-10-24T12:34:09.107	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647545.1	ASM4664754v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	15007		SAMN44424144				Oropsylla silantiewi		China:Qinghai		1965-06-23			2024-10-24T12:34:09.097	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647565.1	ASM4664756v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	45026		SAMN44424142				Frontopsylla elatoides		China:Xinjiang		1965-07-01			2024-10-24T12:34:09.077	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647585.1	ASM4664758v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	45025		SAMN44424141				Rhadinopsylla li ventricosa		China:Xinjiang		1965-07-01			2024-10-24T12:34:09.067	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647605.1	ASM4664760v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	45027		SAMN44424143				flea		China:Xinjiang		1965-07-24			2024-10-24T12:34:09.087	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647625.1	ASM4664762v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	45023		SAMN44424140				Citellophilus tesquorum dzetysuensis		China:Xinjiang		1965-07-01			2024-10-24T12:34:09.057	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647645.1	ASM4664764v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	45022		SAMN44424139				Callopsylla dolabris		China:Xinjiang		1965-06-07			2024-10-24T12:34:09.050	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647665.1	ASM4664766v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	650067		SAMN44424136				Callopsylla dolabris		China:Qinghai		1965-07-03			2024-10-24T12:34:09.020	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647675.1	ASM4664767v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	45021		SAMN44424138				Oropsylla silantiewi		China:Xinjiang		1965-06-07			2024-10-24T12:34:09.040	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647705.1	ASM4664770v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	01071		SAMN44424135				Callopsylla dolabris		China:Qinghai		1965-05-11			2024-10-24T12:34:09.013	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647725.1	ASM4664772v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	13005		SAMN44424132				Callopsylla dolabris		China:Qinghai		1965-06-17			2024-10-24T12:34:08.987	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647745.1	ASM4664774v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	01067		SAMN44424134				Callopsylla dolabris		China:Qinghai		1965-05-11			2024-10-24T12:34:09.003	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647765.1	ASM4664776v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	13006		SAMN44424133				Rhadinopsylla li ventricosa		China:Qinghai		1965-06-17			2024-10-24T12:34:08.993	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647785.1	ASM4664778v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	124006		SAMN44424137				Citellophilus tesquorum		China:Ningxia		1965-07-18			2024-10-24T12:34:09.030	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647805.1	ASM4664780v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	41003		SAMN44424131				marmot		China:Xinjiang		1964-07-18			2024-10-24T12:34:08.977	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647825.1	ASM4664782v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	02037		SAMN44424130				Marmota himalayana		China:Qinghai		1964-05-15			2024-10-24T12:34:08.967	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647845.1	ASM4664784v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	45014		SAMN44424129				Marmota baibacina		China:Xinjiang		1964-07-25			2024-10-24T12:34:08.957	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647865.1	ASM4664786v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	124021		SAMN44424128				rodent		China:Ningxia		1964-06-12			2024-10-24T12:34:08.947	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647885.1	ASM4664788v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	650054		SAMN44424126				Marmota himalayana		China:Qinghai		1964-08-09			2024-10-24T12:34:08.930	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647895.1	ASM4664789v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	124019		SAMN44424127				Spermophilus dauricus		China:Ningxia		1964-04-24			2024-10-24T12:34:08.940	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647925.1	ASM4664792v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	01068		SAMN44424124				Marmota himalayana		China:Qinghai		1964-07-13			2024-10-24T12:34:08.910	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647945.1	ASM4664794v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	71013		SAMN44424123				Marmota himalayana		China:Gansu		1964-07-08			2024-10-24T12:34:08.903	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647965.1	ASM4664796v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	640042		SAMN44424125				Marmota himalayana		China:Qinghai		1964-07-05			2024-10-24T12:34:08.920	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046647975.1	ASM4664797v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	16001		SAMN44424121		Homo sapiens				China:Qinghai		1964-09-20			2024-10-24T12:34:08.880	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046648005.1	ASM4664800v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	17001		SAMN44424122		Homo sapiens				China:Qinghai		1964-09-09			2024-10-24T12:34:08.890	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046648025.1	ASM4664802v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	13003		SAMN44424120		Homo sapiens				China:Qinghai		1964-09-02			2024-10-24T12:34:08.870	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046648045.1	ASM4664804v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	02039		SAMN44424119				Oropsylla silantiewi		China:Qinghai		1964-05-21			2024-10-24T12:34:08.863	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046648065.1	ASM4664806v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	45018		SAMN44424117				Oropsylla silantiewi		China:Xinjiang		1964-08-15			2024-10-24T12:34:08.847	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046648085.1	ASM4664808v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	45017		SAMN44424116				Citellophilus tesquorum dzetysuensis		China:Xinjiang		1964-08-14			2024-10-24T12:34:08.837	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046648105.1	ASM4664810v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	02038		SAMN44424118				Callopsylla dolabris		China:Qinghai		1964-05-17			2024-10-24T12:34:08.853	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046648125.1	ASM4664812v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	45016		SAMN44424115				flea		China:Xinjiang		1964-08-14			2024-10-24T12:34:08.827	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046648145.1	ASM4664814v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	79002		SAMN44424113				Mus musculus		China:Gansu		1963-09-11			2024-10-24T12:34:08.807	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046648165.1	ASM4664816v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	79001		SAMN44424112				Cricetulus migratcrius pallas		China:Gansu		1963-09-07			2024-10-24T12:34:08.797	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
GCA_046648185.1	ASM4664818v1		Contig		PRJNA1177432	632	Yersinia pestis	Yersinia pestis	Yersinia pestis	124020		SAMN44424114				flea		China:Ningxia		1964-05-14			2024-10-24T12:34:08.817	2024-10-24T00:00:00.000	Illumina NovaSeq	Shovill v. 1.0.1
